player_name,innings_batted,runs_scored,balls_faced,dots,ones,twos,threes,fours,sixes,times_dismissed,batting_average,strike_rate,boundary_pct,innings_bowled,legal_balls_bowled,runs_conceded,wickets_taken,wides_bowled,noballs_bowled,dots_bowled,overs_bowled,economy_rate,bowling_average,bowling_strike_rate,batting_cluster,bowling_cluster
AA Moiane,11.0,38.0,79.0,72.0,18.0,4.0,0.0,3.0,0.0,9.0,4.22,48.1,0.04,1.0,6.0,10.0,0.0,2.0,0.0,6.0,1.0,10.0,0.0,0.0,3,-1
AA Navicha,14.0,218.0,225.0,128.0,68.0,18.0,2.0,12.0,10.0,11.0,19.82,96.89,0.1,6.0,111.0,147.0,9.0,13.0,0.0,58.0,18.5,7.95,16.33,12.33,0,0
AA Noffke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,45.0,41.0,4.0,1.0,0.0,22.0,7.5,5.47,10.25,11.25,-1,2
AA Obanda,37.0,678.0,567.0,310.0,140.0,34.0,0.0,83.0,23.0,34.0,19.94,119.58,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1
AA Onikoyi,26.0,372.0,423.0,231.0,138.0,26.0,2.0,26.0,12.0,22.0,16.91,87.94,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1
AA Paradkar,2.0,16.0,13.0,5.0,5.0,0.0,1.0,2.0,0.0,1.0,16.0,123.08,0.15,3.0,54.0,70.0,4.0,1.0,0.0,21.0,9.0,7.78,17.5,13.5,-1,0
AA Patil,24.0,255.0,240.0,94.0,100.0,21.0,1.0,26.0,1.0,15.0,17.0,106.25,0.11,37.0,765.0,759.0,36.0,22.0,2.0,349.0,127.5,5.95,21.08,21.25,0,2
AA Rahayu,16.0,142.0,160.0,88.0,50.0,17.0,0.0,10.0,3.0,10.0,14.2,88.75,0.08,27.0,401.0,382.0,28.0,32.0,0.0,245.0,66.83,5.72,13.64,14.32,0,2
AA Senn,12.0,200.0,232.0,124.0,91.0,19.0,3.0,14.0,1.0,11.0,18.18,86.21,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1
AAA Patel,4.0,32.0,31.0,25.0,1.0,3.0,1.0,4.0,1.0,4.0,8.0,103.23,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1
AAH Bhikari,2.0,2.0,11.0,9.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,18.18,0.0,4.0,28.0,53.0,3.0,3.0,0.0,11.0,4.67,11.36,17.67,9.33,-1,-1
AAIP Bastari,1.0,26.0,24.0,14.0,8.0,3.0,0.0,3.0,0.0,0.0,26.0,108.33,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
AAM Eliane,3.0,4.0,31.0,32.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,12.9,0.0,3.0,54.0,77.0,1.0,9.0,0.0,26.0,9.0,8.56,77.0,54.0,3,1
AAP Atkinson,2.0,10.0,23.0,13.0,10.0,0.0,0.0,0.0,0.0,1.0,10.0,43.48,0.0,4.0,65.0,122.0,6.0,1.0,1.0,24.0,10.83,11.26,20.33,10.83,-1,1
AAP Rivero,19.0,176.0,195.0,99.0,65.0,26.0,1.0,8.0,4.0,13.0,13.54,90.26,0.06,23.0,469.0,409.0,27.0,19.0,2.0,249.0,78.17,5.23,15.15,17.37,0,2
AAhan Achar,5.0,12.0,15.0,7.0,6.0,1.0,0.0,1.0,0.0,1.0,12.0,80.0,0.07,9.0,156.0,152.0,6.0,0.0,0.0,61.0,26.0,5.85,25.33,26.0,-1,2
AB Agarkar,2.0,15.0,11.0,2.0,7.0,0.0,0.0,2.0,0.0,1.0,15.0,136.36,0.18,3.0,63.0,85.0,3.0,0.0,0.0,26.0,10.5,8.1,28.33,21.0,-1,0
AB Barath,2.0,23.0,39.0,30.0,7.0,2.0,0.0,3.0,0.0,2.0,11.5,58.97,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1
AB Dinda,2.0,22.0,24.0,8.0,13.0,1.0,1.0,1.0,0.0,1.0,22.0,91.67,0.04,9.0,180.0,245.0,17.0,4.0,2.0,88.0,30.0,8.17,14.41,10.59,-1,0
AB Kamara,16.0,203.0,206.0,85.0,91.0,18.0,0.0,7.0,8.0,13.0,15.62,98.54,0.07,14.0,186.0,212.0,11.0,5.0,1.0,98.0,31.0,6.84,19.27,16.91,0,3
AB Kaur,14.0,192.0,148.0,49.0,69.0,5.0,1.0,26.0,1.0,6.0,32.0,129.73,0.18,19.0,252.0,318.0,8.0,11.0,0.0,117.0,42.0,7.57,39.75,31.5,1,1
AB Martinez,3.0,8.0,59.0,68.0,4.0,0.0,0.0,1.0,0.0,2.0,4.0,13.56,0.02,3.0,36.0,46.0,0.0,19.0,5.0,47.0,6.0,7.67,0.0,0.0,3,1
AB Mengoumou,4.0,8.0,34.0,27.0,6.0,1.0,0.0,0.0,0.0,4.0,2.0,23.53,0.0,2.0,30.0,70.0,1.0,2.0,1.0,10.0,5.0,14.0,70.0,30.0,3,-1
AB Slebsager,7.0,16.0,36.0,26.0,12.0,2.0,0.0,0.0,0.0,3.0,5.33,44.44,0.0,10.0,174.0,228.0,9.0,36.0,9.0,135.0,29.0,7.86,25.33,19.33,3,0
AB de Villiers,72.0,1591.0,1187.0,446.0,463.0,120.0,8.0,135.0,54.0,60.0,26.52,134.04,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1
ABY Smith,16.0,269.0,390.0,251.0,142.0,33.0,3.0,13.0,0.0,14.0,19.21,68.97,0.03,13.0,270.0,254.0,9.0,12.0,4.0,130.0,45.0,5.64,28.22,30.0,0,2
AC Agar,28.0,277.0,273.0,128.0,112.0,16.0,1.0,19.0,9.0,21.0,13.19,101.47,0.1,48.0,1018.0,1112.0,49.0,12.0,0.0,375.0,169.67,6.55,22.69,20.78,0,3
AC Botha,6.0,75.0,81.0,46.0,17.0,9.0,0.0,10.0,0.0,5.0,15.0,92.59,0.12,5.0,96.0,88.0,8.0,3.0,0.0,48.0,16.0,5.5,11.0,12.0,0,2
AC Brodin,5.0,16.0,50.0,45.0,8.0,2.0,0.0,1.0,0.0,5.0,3.2,32.0,0.02,2.0,30.0,30.0,1.0,10.0,1.0,30.0,5.0,6.0,30.0,30.0,3,-1
AC Douglas,19.0,355.0,264.0,132.0,69.0,16.0,0.0,32.0,21.0,18.0,19.72,134.47,0.2,11.0,176.0,184.0,14.0,7.0,1.0,88.0,29.33,6.27,13.14,12.57,1,2
AC Evans,7.0,10.0,14.0,10.0,2.0,2.0,0.0,1.0,0.0,6.0,1.67,71.43,0.07,29.0,630.0,852.0,39.0,43.0,3.0,308.0,105.0,8.11,21.85,16.15,-1,0
AC Frame,1.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,33.33,0.0,1.0,21.0,26.0,0.0,1.0,0.0,12.0,3.5,7.43,0.0,0.0,-1,-1
AC Gilchrist,13.0,272.0,192.0,95.0,51.0,16.0,1.0,27.0,13.0,12.0,22.67,141.67,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1
AC Jayangani,119.0,3163.0,2739.0,1522.0,716.0,114.0,3.0,419.0,89.0,108.0,29.29,115.48,0.19,79.0,1267.0,1424.0,55.0,33.0,4.0,501.0,211.17,6.74,25.89,23.04,1,3
AC Kerr,74.0,1912.0,1601.0,564.0,697.0,131.0,9.0,224.0,5.0,55.0,34.76,119.43,0.14,93.0,2045.0,2071.0,104.0,39.0,2.0,851.0,340.83,6.08,19.91,19.66,1,3
AC Mushangwe,4.0,20.0,29.0,14.0,12.0,4.0,0.0,0.0,0.0,0.0,20.0,68.97,0.0,12.0,265.0,137.0,20.0,1.0,0.0,179.0,44.17,3.1,6.85,13.25,-1,1
AC Sabino,13.0,138.0,159.0,105.0,38.0,13.0,0.0,14.0,3.0,8.0,17.25,86.79,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1
AC Septien,3.0,18.0,47.0,48.0,8.0,3.0,0.0,1.0,0.0,2.0,9.0,38.3,0.02,3.0,60.0,40.0,3.0,12.0,1.0,59.0,10.0,4.0,13.33,20.0,3,2
AC Voges,5.0,139.0,114.0,30.0,58.0,17.0,1.0,8.0,2.0,2.0,69.5,121.93,0.09,1.0,12.0,5.0,2.0,0.0,0.0,7.0,2.0,2.5,2.5,6.0,2,-1
ACF Stokes,9.0,25.0,45.0,26.0,17.0,1.0,0.0,0.0,1.0,7.0,3.57,55.56,0.02,16.0,318.0,319.0,19.0,8.0,0.0,161.0,53.0,6.02,16.79,16.74,3,2
ACL Richards,1.0,10.0,15.0,11.0,4.0,1.0,0.0,1.0,0.0,1.0,10.0,66.67,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
AD Algar,2.0,40.0,50.0,31.0,18.0,4.0,0.0,2.0,1.0,1.0,40.0,80.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1
AD Diwan Ali,2.0,2.0,8.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,0.0,2.0,18.0,29.0,0.0,6.0,3.0,14.0,3.0,9.67,0.0,0.0,-1,-1
AD Dore,13.0,194.0,181.0,101.0,44.0,23.0,0.0,20.0,4.0,11.0,17.64,107.18,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1
AD Fofana,3.0,3.0,18.0,16.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
AD Hales,72.0,2024.0,1452.0,581.0,504.0,98.0,10.0,220.0,69.0,64.0,31.62,139.39,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1
AD Mascarenhas,12.0,123.0,100.0,40.0,47.0,7.0,0.0,8.0,5.0,7.0,17.57,123.0,0.13,14.0,252.0,309.0,12.0,1.0,1.0,98.0,42.0,7.36,25.75,21.0,0,3
AD Mathews,69.0,1343.0,1132.0,412.0,517.0,98.0,4.0,87.0,45.0,49.0,27.41,118.64,0.12,68.0,1115.0,1326.0,41.0,18.0,4.0,520.0,185.83,7.14,32.34,27.2,1,3
AD Poynter,9.0,171.0,134.0,63.0,39.0,11.0,0.0,17.0,7.0,7.0,24.43,127.61,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1
AD Russell,71.0,1112.0,673.0,298.0,217.0,28.0,3.0,65.0,95.0,47.0,23.66,165.23,0.24,73.0,1183.0,1879.0,58.0,44.0,7.0,463.0,197.17,9.53,32.4,20.4,1,0
ADL Stokoe,1.0,4.0,9.0,7.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,44.44,0.0,4.0,72.0,67.0,3.0,2.0,0.0,43.0,12.0,5.58,22.33,24.0,-1,2
ADS Fletcher,56.0,973.0,879.0,463.0,278.0,47.0,6.0,65.0,53.0,48.0,20.27,110.69,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1
AE Isesele,16.0,121.0,131.0,70.0,43.0,11.0,0.0,8.0,4.0,13.0,9.31,92.37,0.09,5.0,41.0,63.0,4.0,1.0,0.0,19.0,6.83,9.22,15.75,10.25,0,0
AE Jones,97.0,1662.0,1361.0,514.0,557.0,97.0,5.0,191.0,22.0,75.0,22.16,122.12,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1
AE Moe,2.0,1.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,14.29,0.0,1.0,6.0,7.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,0.0,-1,-1
AE Paraam,10.0,302.0,205.0,70.0,88.0,10.0,0.0,29.0,13.0,6.0,50.33,147.32,0.2,9.0,186.0,273.0,7.0,2.0,0.0,67.0,31.0,8.81,39.0,26.57,2,0
AE Satterthwaite,49.0,987.0,940.0,415.0,365.0,68.0,2.0,111.0,6.0,40.0,24.68,105.0,0.12,18.0,264.0,312.0,11.0,6.0,1.0,92.0,44.0,7.09,28.36,24.0,1,3
AE Smith,1.0,44.0,47.0,22.0,16.0,5.0,0.0,3.0,1.0,1.0,44.0,93.62,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1
AEMP Durayalage,3.0,13.0,32.0,28.0,9.0,0.0,0.0,1.0,0.0,3.0,4.33,40.62,0.03,1.0,24.0,28.0,1.0,7.0,0.0,20.0,4.0,7.0,28.0,24.0,3,-1
AF Aoina,11.0,65.0,81.0,56.0,31.0,4.0,0.0,5.0,1.0,8.0,8.12,80.25,0.07,13.0,213.0,209.0,13.0,29.0,4.0,149.0,35.5,5.89,16.08,16.38,3,2
AF Buurman,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
AF Ifill,15.0,94.0,152.0,88.0,49.0,8.0,1.0,5.0,1.0,12.0,7.83,61.84,0.04,26.0,512.0,526.0,30.0,12.0,1.0,268.0,85.33,6.16,17.53,17.07,3,3
AF Mapu,9.0,59.0,59.0,40.0,10.0,5.0,1.0,9.0,0.0,8.0,7.38,100.0,0.15,11.0,114.0,114.0,2.0,20.0,4.0,93.0,19.0,6.0,57.0,57.0,0,1
AF Milne,19.0,83.0,86.0,46.0,29.0,7.0,0.0,1.0,6.0,9.0,9.22,96.51,0.08,53.0,1135.0,1598.0,64.0,43.0,7.0,537.0,189.17,8.45,24.97,17.73,0,0
AG Cremer,16.0,65.0,99.0,52.0,35.0,11.0,0.0,2.0,0.0,12.0,5.42,65.66,0.02,29.0,600.0,729.0,32.0,13.0,1.0,223.0,100.0,7.29,22.78,18.75,3,3
AG Prince,1.0,5.0,6.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,83.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
AG Rao,1.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,25.0,0.0,5.0,90.0,81.0,5.0,4.0,0.0,49.0,15.0,5.4,16.2,18.0,-1,2
AG Weligamage,10.0,101.0,92.0,53.0,28.0,3.0,1.0,4.0,8.0,6.0,16.83,109.78,0.13,10.0,186.0,326.0,6.0,25.0,1.0,103.0,31.0,10.52,54.33,31.0,0,1
AGS Gous,26.0,771.0,540.0,223.0,208.0,20.0,1.0,67.0,42.0,25.0,30.84,142.78,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1
AH Maqsood,21.0,46.0,91.0,59.0,26.0,10.0,0.0,0.0,0.0,13.0,3.54,50.55,0.0,71.0,1294.0,1229.0,68.0,41.0,7.0,633.0,215.67,5.7,18.07,19.03,3,2
AH Thomson,9.0,32.0,64.0,40.0,20.0,4.0,0.0,1.0,0.0,6.0,5.33,50.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,-1
AI Chudasama,18.0,194.0,224.0,111.0,90.0,15.0,0.0,17.0,1.0,14.0,13.86,86.61,0.08,30.0,601.0,524.0,28.0,17.0,0.0,328.0,100.17,5.23,18.71,21.46,0,2
AISD Kainoco,4.0,8.0,15.0,10.0,4.0,0.0,0.0,1.0,0.0,3.0,2.67,53.33,0.07,2.0,24.0,36.0,1.0,5.0,1.0,16.0,4.0,9.0,36.0,24.0,-1,-1
AIV Benatar,11.0,243.0,296.0,198.0,85.0,36.0,2.0,20.0,0.0,6.0,40.5,82.09,0.07,10.0,179.0,140.0,14.0,28.0,11.0,162.0,29.83,4.69,10.0,12.79,1,2
